Date,005930.KS
2022-08-16,56391.56640625
2022-08-17,55836.89453125
2022-08-18,56853.78515625
2022-08-19,56299.1171875
2022-08-22,55467.1171875
2022-08-23,54635.109375
2022-08-24,54542.66015625
2022-08-25,55189.7734375
2022-08-26,55467.1171875
2022-08-29,54172.88671875
2022-08-30,54357.7734375
2022-08-31,55189.7734375
2022-09-01,53987.98828125
2022-09-02,53155.984375
2022-09-05,52786.1953125
2022-09-06,52786.1953125
2022-09-07,51769.3125
2022-09-08,51399.5234375
2022-09-13,53710.66015625
2022-09-14,52508.8671875
2022-09-15,51769.3125
2022-09-16,51954.203125
2022-09-19,52139.08203125
2022-09-20,51584.4140625
2022-09-21,51122.19140625
2022-09-22,50290.1796875
2022-09-23,50382.625
2022-09-26,49827.94921875
2022-09-27,50105.28515625
2022-09-28,48903.5078125
2022-09-29,48960.27734375
2022-09-30,49425.68359375
2022-10-04,51380.37109375
2022-10-05,52125.015625
2022-10-06,52404.2578125
2022-10-07,52311.18359375
2022-10-11,51566.52734375
2022-10-12,51938.85546875
2022-10-13,51380.37109375
2022-10-14,52404.2578125
2022-10-17,52683.5
2022-10-18,52590.41796875
2022-10-19,51938.85546875
2022-10-20,51659.62109375
2022-10-21,52031.9375
2022-10-24,53521.2265625
2022-10-25,53707.3828125
2022-10-26,55289.74609375
2022-10-27,55382.83203125
2022-10-28,53335.0546875
2022-10-31,55289.74609375
2022-11-01,55848.23046875
2022-11-02,55475.90625
2022-11-03,55103.5859375
2022-11-04,55289.74609375
2022-11-07,56034.39453125
2022-11-08,57523.67578125
2022-11-09,57709.83203125
2022-11-10,56220.5546875
2022-11-11,58547.55859375
2022-11-14,57616.7578125
2022-11-15,58082.1640625
2022-11-16,58361.39453125
2022-11-17,57151.359375
2022-11-18,57523.67578125
2022-11-21,57151.359375
2022-11-22,56406.71484375
2022-11-23,56779.03125
2022-11-24,57151.359375
2022-11-25,56779.03125
2022-11-28,55941.30859375
2022-11-29,56406.71484375
2022-11-30,57896.0
2022-12-01,58268.3203125
2022-12-02,56220.5546875
2022-12-05,56127.46875
2022-12-06,55103.5859375
2022-12-07,54824.34765625
2022-12-08,55103.5859375
2022-12-09,56220.5546875
2022-12-12,55382.83203125
2022-12-13,55568.9921875
2022-12-14,56313.640625
2022-12-15,55196.67578125
2022-12-16,55382.83203125
2022-12-19,55382.83203125
2022-12-20,54545.109375
2022-12-21,53986.625
2022-12-22,55010.50390625
2022-12-23,54079.69921875
2022-12-26,53893.53515625
2022-12-27,54079.69921875
2022-12-28,53012.89453125
2022-12-29,51795.28125
2023-01-02,51982.61328125
2023-01-03,51888.9375
2023-01-04,54136.83203125
2023-01-05,54511.48828125
2023-01-06,55260.7890625
2023-01-09,56853.046875
2023-01-10,56572.0546875
2023-01-11,56665.71875
2023-01-12,56665.71875
2023-01-13,56946.7109375
2023-01-16,57227.6953125
2023-01-17,57134.03125
2023-01-18,56572.0546875
2023-01-19,57602.34765625
2023-01-20,57883.328125
2023-01-25,59288.26171875
2023-01-26,59756.5703125
2023-01-27,60505.8828125
2023-01-30,59288.26171875
2023-01-31,57508.6875
2023-02-01,57134.03125
2023-02-02,59475.59765625
2023-02-03,59475.59765625
2023-02-06,57696.0
2023-02-07,58070.65234375
2023-02-08,59100.9375
2023-02-09,59288.26171875
2023-02-10,58913.61328125
2023-02-13,58913.61328125
2023-02-14,59194.6015625
2023-02-15,58257.98046875
2023-02-16,59662.921875
2023-02-17,58632.6328125
2023-02-20,58726.29296875
2023-02-21,58164.32421875
2023-02-22,57227.6953125
2023-02-23,58070.65234375
2023-02-24,57415.0234375
2023-02-27,56665.71875
2023-02-28,56759.3828125
2023-03-02,56946.7109375
2023-03-03,56665.71875
2023-03-06,57602.34765625
2023-03-07,56853.046875
2023-03-08,56478.39453125
2023-03-09,56291.0703125
2023-03-10,55729.1015625
2023-03-13,56197.4140625
2023-03-14,55260.7890625
2023-03-15,56010.08203125
2023-03-16,56103.75
2023-03-17,57415.0234375
2023-03-20,56384.73828125
2023-03-21,56478.39453125
2023-03-22,57227.6953125
2023-03-23,58351.640625
2023-03-24,59007.29296875
2023-03-27,58164.32421875
2023-03-28,58913.61328125
2023-03-29,58726.29296875
2023-03-30,59537.390625
2023-03-31,60291.0390625
2023-04-03,59443.19140625
2023-04-04,59914.21484375
2023-04-05,60196.82421875
2023-04-06,58689.55859375
2023-04-07,61233.078125
2023-04-10,61892.515625
2023-04-11,62080.9296875
